@CDE,LABEL,DESCRIPTION,SYNONYMS,UNIT,CATEGORY,SOURCE_FILE,FILE_DESCRIPTION,DSSAT_VERSION,SO,NAME,ALIAS
BASE,,"Base production costs, $/ha",,$/ha,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
NFER,,"Nitrogen fertilizer cost, $/kg",,$/kg,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
NCOS,,"Cost per N fertilizer application, $",,$,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
IRRI,,"Irrigation cost, $/mm",,$/mm,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
IRCO,,"Cost per irrigation application, $/ha",,$/ha,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
SCOS,,"Seed cost, $/kg",,$/kg,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
RESM,,"Cost of organic amendments, $/t",,$/t,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
PCOS,,"Phosphorus fertilizer cost, $/kg",,$/kg,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
PFER,,"Cost per P fertilizer application, $",,$,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
KCOS,,"Potassium fertilizer cost, $/kg",,$/kg,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
KFER,,"Cost per K fertilizer application, $",,$,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
AWNL,,"Awn length (0-1.0;0=none,1=long and active)",,"0-1.0;0=none,1=long and active",*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
BIOM,,Biomass accumulation factor (g MJ-1 PAR),,g MJ-1 PAR,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DESP,,Photoperiod sensitivity (100*Reduction in rel.rate per h<threshold),,100*Reduction in rel.rate per h<threshold,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DESV,,Vernalization requirement (Vernalization days),,Vernalization days,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DSP2,,Photoperiod sensitivity apex1 to terminal spikelet(100*Redn per h),,100*Redn per h,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DUA1,,Pre apex1 period (Biological days),,Biological days,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DUGF,,Grain filling period (Biological days),,Biological days,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DULL,,Terminal spikelet to last leaf expanded period (Biological days),,Biological days,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DUSE,,Last leaf expanded to spike emergence period (Biological days),,Biological days,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DUTS,,Apex1 to terminal spikelet period (Biological days),,Biological days,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
GRWT,,"Grain weight, standard conditions (mg grain-1)",,mg grain-1,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
GNUM,,Grain number coefficient (Grains per g total weight at anthesis),,Grains per g total weight at anthesis,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
!,,(Was Grains per g accumulated stage 4.8 to 8.0),,Was Grains per g accumulated stage 4.8 to 8.0,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
L#IR,,Leaf number increase rate (Lf Bday-1),,Lf Bday-1,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
LGRO,,Leaf growth rate (cm Bday-1),,cm Bday-1,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
LRHF,,"Leaf rust host factor (0-1.0;0=resistant,1=fully susceptible)",,"0-1.0;0=resistant,1=fully susceptible",*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
LSHF,,"Leaf spot host factor (0-1.0;0=resistant,1=fully susceptible)",,"0-1.0;0=resistant,1=fully susceptible",*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
PMHF,,"Powdery mildew host factor (0-1.0;0=resistant,1=fully susceptible)",,"0-1.0;0=resistant,1=fully susceptible",*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
SNUM,,Shoot number coefficient (mg CH2O/tiller for survival),,mg CH2O/tiller for survival,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
GPPC,,Grains per plant critical for decrease in potential grain weight,,,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
GPRO,,Grain protein concentration (%),,%,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
LFEI,,Leaf expansion rate increment (fraction leaf-1),,fraction leaf-1,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
LFSN,,Leaf senescence factor for lag period - reduction in photosynthesis,,,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
SFLL,,Stem fraction at last leaf stage,,,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
TBGF,,Temperature base for grain filling (C),,C,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
TILU,,Tiller production critical light interception (%),,%,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
WK1H,,"Winter kill temperature, stage 1 hardened (C)",,C,*WHSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DUB1,,Duration of branch 1 phase (Bday germination to first branch),,Bday germination to first branch,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DUBR,,Duration of branch 2 and greater phases (Bday between branches),,Bday between branches,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DULA,,Duration of leaf area increase phase (Bday after germination),,Bday after germination,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DUL#,,Duration of leaf number increase phase (Bday after germination),,Bday after germination,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DESP,,"Development,sensitivity to photoperiod (h-1) (0=insensitive)",,h-1,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
PHCX,,"Photosynthesis,canopy,maximum rate (g dm m-2 d-1)",,g dm m-2 d-1,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
S#PE,,Shoot no per plant at emergence (#),,#,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
S#FX,,"Shoot no per fork,maximum (#)",,#,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
S#PX,,"Shoot no per plant,maximum (#)",,#,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
SWNX,,Stem weight to node weight ratio (fr),,fr,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
L#IR,,Leaf number increase rate (leaves(shoot-1) Bday-1),,leaves(shoot-1,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
LAXS,,"Leaf area,maximum,standard (cm2 leaf-1)",,cm2 leaf-1,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
LANS,,"Leaf area,minimum,standard (cm2 leaf-1)",,cm2 leaf-1,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
LAWS,,"Leaf area to weight ratio,standard (cm2 g-1)",,cm2 g-1,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
LLIF,,Leaf life (Day),,Day,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DUJU,,DURATION OF THE JUVENILE PHASE (DAYS),,DAYS,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DUFL,,DURATION OF THE FLOWER DEVELOPMENT PHASE (DAYS),,DAYS,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DUPD,,DURATION OF THE POD DEVELOPMENT PHASE (DAYS),,DAYS,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DUGD,,DURATION OF THE GRAIN DEVELOPMENT PHASE (DAYS),,DAYS,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DUGF,,DURATION OF THE GRAIN FILLING PHASE (DAYS),,DAYS,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DULF,,DURATION OF THE LEAF DEVELOPMENT PHASE (DAYS),,DAYS,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DESV,,DEVELOPMENT SENSITIVITY TO VERNALIZATION (DAYS),,DAYS,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DESP,,DEVELOPMENT SENSITIVITY TO PHOTOPERIOD (DAYS),,DAYS,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
DETP,,THRESHOLD FOR DEVELOPMENTAL RESPONSE TO PHOTOPERIOD (HOURS LIGHT),,HOURS LIGHT,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
PNUW,,POD NUMBER PER UNIT SHOOT WEIGHT AT SPECIFIED STAGE (NO.G-1),,NO.G-1,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
GNUP,,GRAIN NUMBER PER POD (NO.),,NO.,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
GNUS,,GRAIN NUMBER PER SHOOT (NO.),,NO.,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
GRWT,,GRAIN WEIGHT (MG),,MG,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
GRNC,,GRAIN NITROGEN CONCENTRATION (%),,%,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
HIND,,"HARVEST INDEX (%, FINAL WT [DETERMINATES] OR DISTRIBUTION )",,"%, FINAL WT [DETERMINATES] OR DISTRIBUTION ",*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
THRI,,"THRESHING INDEX (%, GRAIN/GRAIN + SHELL OR SPECIFIED STRUCTURES)",,"%, GRAIN/GRAIN + SHELL OR SPECIFIED STRUCTURES",*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
GNST,,GRAIN NUMBER SENSITIVITY TO TEMPERATURE (NO.C-1),,NO.C-1,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
LFAP,,LEAF APPEARANCE RATE (DAY-1),,DAY-1,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
LFSZ,,LEAF SIZE (CM*2),,CM*2,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
LFSA,,LEAF SPECIFIC AREA (CM*2 G-1),,CM*2 G-1,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
BIOM,,BIOMASS ACCUMULATION (G MJ-1 OR M M-2 SEC-1),,G MJ-1 OR M M-2 SEC-1,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
TLAP,,TILLER APPEARANCE RATE (DAY-1),,DAY-1,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
CANB,,CANOPY BREADTH TO HEIGHT RATIO,,,*CSSIM940,GCOEFF.CDE,*GENOTYPE COEFFICIENT CODES,DSSAT v4.7; 09/01/2017,,,
GS000,,None,.,,*Growth and Development Codes - Maize (CERES Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS009,,50% of plants with some part visible at soil surface,.,,*Growth and Development Codes - Maize (CERES Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,VE,
,,50% of plants with collar of 1st leaf visible,.,,*Growth and Development Codes - Maize (CERES Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V1,
,,50% of plants with collar of 2nd leaf visible,.,,*Growth and Development Codes - Maize (CERES Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V2,
,,50% of plants with collar of nth leaf visible,.,,*Growth and Development Codes - Maize (CERES Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,Vn,
,,"50% of plants with last branch of tassel visible,silks not visible",.,,*Growth and Development Codes - Maize (CERES Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,VT,
GS003,,50% of plants with some silks visible outside husks,.,,*Growth and Development Codes - Maize (CERES Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R1,
GS004,,50% of plants in blister stage,.,,*Growth and Development Codes - Maize (CERES Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R2,
,,50% of plants in milk stage,.,,*Growth and Development Codes - Maize (CERES Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R3,
,,50% of plants in dough stage,.,,*Growth and Development Codes - Maize (CERES Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R4,
,,50% of plants in dent stage,.,,*Growth and Development Codes - Maize (CERES Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R5,
GS005,,50% of plants at physiological maturity,.,,*Growth and Development Codes - Maize (CERES Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R6,
GS006,,50% of plants harvest maturity,.,,*Growth and Development Codes - Maize (CERES Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R7,
GS007,,Sowing date,.,,*Growth and Development Codes - Maize (CERES Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS001,,End of juvenile phase,.,,*Growth and Development Codes - Maize (CERES Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS002,,50% of plants completed floral initiation,.,,*Growth and Development Codes - Maize (CERES Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS008,,50% of plants germinated,.,,*Growth and Development Codes - Maize (CERES Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS000,,None,.,,*Growth and Development Codes - Cabbage (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS001,,50% plants w some part visible at soil surface,.,,*Growth and Development Codes - Cabbage (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,VE,
GS002,,50% plants w 1 developed node on the main axis,.,,*Growth and Development Codes - Cabbage (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V1,
,,50% plants w 2 developed nodes on the main axis,.,,*Growth and Development Codes - Cabbage (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V2,
,,50% plants w 3 developed nodes on the main axis,.,,*Growth and Development Codes - Cabbage (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V3,
,,50% plants w n developed nodes on the main axis,.,,*Growth and Development Codes - Cabbage (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,Vn,
GS003,,50% plants completed juvenile phase,.,,*Growth and Development Codes - Cabbage (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS004,,50% plants completed floral induction,.,,*Growth and Development Codes - Cabbage (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS012,,50% plants w last mainstem node,.,,*Growth and Development Codes - Cabbage (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS013,,Time of last leaf area expansion,.,,*Growth and Development Codes - Cabbage (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS014,,Start Simulation,.,,*Growth and Development Codes - Cabbage (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS015,,Sowing Date,.,,*Growth and Development Codes - Cabbage (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS016,,Time of harvest,.,,*Growth and Development Codes - Cabbage (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS000,,None,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS001,,50% plants w some part visible at soil surface,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,VE,
GS002,,50% plants w completely unrolled leaf at unifoliated node,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V1,
,,50% plants w completely unrolled leaf at 1st node>unifoliate,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V2,
,,50% plants w 3 nodes on main stem above unifoliated node,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V3,
,,50% plants w n nodes on main stem above the unifoliated node,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,Vn,
GS005,,50% plants w one flower at any node,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R1,
,,50% plants w flower at node immediately below last unrolled leaf,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R2,
GS006,,50% plants w 0.5cm pod at one of the 4 upper nodes with unrolled lf,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R3,
GS007,,50% plants w 2.0cm pod at one of the 4 upper nodes with unrolled lf,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R4,
GS008,,50% plants w beans beginning to develope,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R5,
GS009,,50% plants w pod w full-size green beans at 1 of 4 upper ur lf nodes,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R6,
GS010,,50% plants w pods yellowing,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R7,
GS003,,50% plants completed juvenile phase,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS004,,50% plants completed floral induction,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS012,,50% plants w last mainstem node,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS013,,Time of last leaf area expansion,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS014,,Start Simulation,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS015,,Sowing Date,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS016,,Time of harvest,.,,*Growth and Development Codes - Chickpea (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS000,,None,.,,*Growth and Development Codes - Cotton (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS001,,50% plants w some part visible at soil surface,.,,*Growth and Development Codes - Cotton (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,VE,
GS002,,50% plants w 1 developed node on the main axis,.,,*Growth and Development Codes - Cotton (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V1,
,,50% plants w 2 developed nodes on the main axis,.,,*Growth and Development Codes - Cotton (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V2,
,,50% plants w 3 developed nodes on the main axis,.,,*Growth and Development Codes - Cotton (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V3,
,,50% plants w n developed nodes on the main axis,.,,*Growth and Development Codes - Cotton (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,Vn,
GS005,,50% plants beginning flower,.,,*Growth and Development Codes - Cotton (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R1,
,,50% plants beggining boll,.,,*Growth and Development Codes - Cotton (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R2,
GS006,,50% plants boll > 6 mm or 1/4 inch,.,,*Growth and Development Codes - Cotton (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R3,
GS007,,100% plants boll > 6 mm or 1/4 inch,.,,*Growth and Development Codes - Cotton (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R4,
GS008,,Beginning seed,.,,*Growth and Development Codes - Cotton (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R5,
GS009,,50% of bolls have attained 0.5 final size,.,,*Growth and Development Codes - Cotton (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R6,
GS010,,First cracked boll (beginning maturity),.,beginning maturity,*Growth and Development Codes - Cotton (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R7,
GS011,,90% of the bolls open (Beginning maturity),.,Beginning maturity,*Growth and Development Codes - Cotton (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R8,
,,Senenscence (>50% of the leaves abscised),.,>50% of the leaves abscised,*Growth and Development Codes - Cotton (CROPGRO Version 4.5),GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R9,
